item,term,candidate,prefixed,vocabulary,tier,fit,reason,definition,source,evidence,found_by
5,oht:OutputSpec,https://w3id.org/dpv/risk#IntegrityConcept,risk:IntegrityConcept,DPV RISK,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates a concept is relevant to 'Integrity' in CIA InfoSec model,https://w3id.org/dpv/risk,definition from source file,bm25
5,oht:OutputSpec,http://www.w3.org/ns/mls#Implementation,mls:Implementation,ML Schema,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Implementation is an executable implementation of a machine learning algorithm, a script, or a workflow. It is versioned, and sometimes belongs to a library (e.g. WEKA).",http://www.w3.org/ns/mls,definition from source file,lead
5,oht:OutputSpec,http://purl.org/linked-data/cube#MeasureProperty,qb:MeasureProperty,RDF Data Cube,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",The class of components which represent the measured value of the phenomenon being observed,http://purl.org/linked-data/cube,definition from source file,lead
6,oht:Uptake,http://www.w3.org/ns/duv#Usage,duv:Usage,DUV,2,related,"Defined as 'a helpful description of actions that can be performed on a given dataset': instructions, not evidence that someone used it.",A helpful description of actions that can be performed on a given dataset or distribution.,https://www.w3.org/ns/duv.ttl,verified at source,lead
6,oht:Uptake,http://w3id.org/nkos#usedBy,nkos:usedBy,NKOS Application Profile,3,related,"'Agent using the described KOS' covers who uses a scheme, not the evidence or its strength; tier 3 and its namespace no longer resolves.",Agent using the described KOS.,http://w3id.org/nkos,verified at source,lead
6,oht:Uptake,http://purl.org/dc/terms/isReferencedBy,dcterms:isReferencedBy,DCMI Terms,1,super,Fits only the regulatory-citation kind of uptake.,"A related resource that references, cites, or otherwise points to the described resource.",https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,verified at source,lead
6,oht:Uptake,http://purl.org/spar/cito/Citation,cito:Citation,CiTO,2,related,Citations are one kind of uptake.,"A citation is a conceptual directional link from a citing entity to a cited entity, created by a human performative act of making a citation, typically instantiated by the inclusion of a bibliographic reference (`biro:BibliographicReference`) in the reference list of the citing entity, or by the inclusion within the citing entity of a link, in the form of an HTTP Uniform Resource Locator (URL), to a resource on the World Wide Web.",http://purl.org/spar/cito,verified at source,bm25
6,oht:Uptake,http://purl.obolibrary.org/obo/IAO_0000112,obo:IAO_0000112,OBO IAO,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A phrase describing how a term should be used and/or a citation to a work which uses it. May also include other kinds of examples that facilitate immediate understanding, such as widely know prototypes or instances of a class, or cases where a relation is said to hold.",http://purl.obolibrary.org/obo/iao.owl,definition from source file,bm25
6,oht:Uptake,https://w3id.org/dpv#RegulatorySandbox,dpv:RegulatorySandbox,DPV core,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Mechanism used by regulators and businesses for gauging the compatibility of regulations and innovative products, particularly in the context of digitalisation, in a controlled real-world environment with appropriate safeguards in place",https://w3id.org/dpv,definition from source file,bm25
6,oht:Uptake,http://purl.org/dc/terms/bibliographicCitation,dcterms:bibliographicCitation,DCMI Terms,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A bibliographic reference for the resource.,https://www.dublincore.org/specifications/dublin-core/dcmi-terms/dublin_core_terms.ttl,definition from source file,bm25
6,oht:Uptake,https://schema.org/citation,schema:citation,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A citation or reference to another creative work, such as another publication, web page, scholarly article, etc.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
6,oht:Uptake,https://schema.org/usageInfo,schema:usageInfo,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","The schema.org [[usageInfo]] property indicates further information about a [[CreativeWork]]. This property is applicable both to works that are freely available and to those that require payment or other transactions. It can reference additional information, e.g. community expectations on preferred linking and citation conventions, as well as purchasing details. For something that can be commercially licensed, usageInfo can provide detailed, resource-specific information about licensing options. This property can be used alongside the license property which indicates license(s) applicable to some piece of content. The usageInfo property can provide information about other licensing options, e.g. acquiring commercial usage rights for an image that is also available under non-commercial creative commons licenses.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
6,oht:Uptake,http://www.w3.org/ns/duv#UsageTool,duv:UsageTool,DUV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",A synopsis describing the way a tool can use a dataset or distribution.,https://www.w3.org/ns/duv.ttl,definition from source file,bm25
6,oht:Uptake,https://schema.org/evidenceLevel,schema:evidenceLevel,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Strength of evidence of the data used to formulate the guideline (enumerated).,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
6,oht:Uptake,https://schema.org/DigitalPlatformEnumeration,schema:DigitalPlatformEnumeration,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Enumerates some common technology platforms, for use with properties such as [[actionPlatform]]. It is not supposed to be comprehensive - when a suitable code is not enumerated here, textual or URL values can be used instead. These codes are at a fairly high level and do not deal with versioning and other nuance. Additional codes can be suggested [in github](https://github.com/schemaorg/schemaorg/issues/3057).",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
6,oht:Uptake,https://schema.org/evidenceOrigin,schema:evidenceOrigin,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","Source of the data used to formulate the guidance, e.g. RCT, consensus opinion, etc.",https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
6,oht:Uptake,https://schema.org/usesDevice,schema:usesDevice,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Device used to perform the test.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
6,oht:Uptake,https://schema.org/MedicalEvidenceLevel,schema:MedicalEvidenceLevel,schema.org,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Level of evidence for a medical guideline. Enumerated type.,https://schema.org/version/latest/schemaorg-current-https.ttl,definition from source file,bm25
6,oht:Uptake,https://w3id.org/airo#usesTechnique,https://w3id.org/airo#usesTechnique,AIRO,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Indicates the AI techniques used in an AI system or component.,https://w3id.org/airo,definition from source file,bm25
6,oht:Uptake,http://www.w3.org/ns/sosa/Platform,sosa:Platform,SOSA,1,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.","A Platform is an entity that hosts other entities, particularly Sensors, Actuators, Samplers, and other Platforms.",https://www.w3.org/ns/sosa/,definition from source file,bm25
6,oht:Uptake,https://w3id.org/vair#ApplicationPlatform,https://w3id.org/vair#ApplicationPlatform,VAIR,3,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Resource on which an application runs.,https://w3id.org/vair,definition from source file,bm25
6,oht:Uptake,http://www.w3.org/ns/duv#hasUsage,duv:hasUsage,DUV,2,screened out,"Read in the shortlist; word overlap only, not a fit for the coined meaning.",Dataset/distribution usage guidance or instructions.,https://www.w3.org/ns/duv.ttl,definition from source file,lead
7,oht:NoMatch,https://w3id.org/sssom/NoTermFound,sssom:NoTermFound,SSSOM,2,exact,SSSOM's own convention for 'the corresponding entity could not be found'.,sssom:NoTermFound can be used in place of a subject_id or object_id when the corresponding entity could not be found. It SHOULD be used in conjunction with a corresponding subject_source or object_source to signify where the term was not found.,https://w3id.org/sssom/,verified at source,bm25+lead
7,oht:NoMatch,https://w3id.org/sssom/mapping_cardinality_enum#1:0,sssom:mapping_cardinality_enum#1:0,SSSOM,2,exact,Alternative SSSOM route: 'the subject has no match in the object vocabulary'.,Indicates that the subject has no match in the object vocabulary. This value MUST only be used when the object_id is sssom:NoTermFound.,https://w3id.org/sssom/,verified at source,bm25
7,oht:NoMatch,https://w3id.org/sssom/NegatedPredicate,sssom:NegatedPredicate,SSSOM,2,related,Negates one specific mapping (A is not a close match of B); different from 'no counterpart at all'.,Negating the mapping predicate. The meaning of the triple becomes subject_id is not a predicate_id match to object_id.,https://w3id.org/sssom/,verified at source,reading
